,wavfile,duration,duration_0_spk,duration_1_spk,duration_2_spk,duration_3_spk,n_spk,speakers,sex,session,location,transcription
139,S21_P45_20.wav,4.99,1.39,3.41,0.19,0.00,2,P46 P47,FM,S21,living,(P47) Reveal? (P46) No.  Just k- just a minute. 
137,S21_P45_18.wav,4.50,1.41,2.94,0.15,0.00,2,P45 P46 P47,FM,S21,living,(P45) One. (P47) You're supposed to reveal. (P46) I did. (P47) Did you reveal? 
217,S21_P47_11.wav,4.99,1.40,1.35,2.24,0.00,2,P45 P46 P48,FM,S21,living,"(P45) Reveal? Reveal? (P48) Uh (P46) No, she's not ready. (P45) Reveal. "
172,S21_P46_7.wav,4.99,0.65,4.28,0.06,0.00,2,P45 P48,FM,S21,living,"(P45) Ah, garbage! (P48) [laughs] "
215,S21_P47_9.wav,4.63,0.81,3.48,0.34,0.00,2,P45 P46 P48,FM,S21,living,"(P45) Hmm.  Yeah, well. (P48) I don't know why I'm doing this. (P46) Okay. "
164,S21_P45_45.wav,4.99,1.39,3.60,0.00,0.00,1,P46,F,S21,living,"(P46) Oh, shoot, I think it's going to be pointless.  No! "
159,S21_P45_40.wav,4.80,1.25,3.55,0.00,0.00,1,P46 P48,F,S21,living,(P46) Let's see.  There i- are six wasabi cards. (P48) Okay. 
190,S21_P46_25.wav,4.00,0.67,2.60,0.73,0.00,2,P45 P47 P48,M,S21,living,"(P48) Well (P47) And uh, you passed these two to me. (P45) Yeah.  So, where where'd this pile come from? [laughs] "
143,S21_P45_24.wav,4.75,0.55,2.80,1.40,0.00,2,P46 P47,FM,S21,kitchen,"(P47) It's a girl thing where they do this [noise]. (P46) Oh, member, member [inaudible 0:22:03.60] last year? (P47) Oh, gosh. (P46) Was that my braid? "
233,S21_P47_27.wav,4.16,0.50,2.92,0.74,0.00,2,P45 P46,FM,S21,kitchen,"(P45) I use it to  duh, reheat food. (P46) Okay, do you guys want beans in the meat or no? "
223,S21_P47_17.wav,4.83,1.10,3.73,0.00,0.00,1,P45 P46,FM,S21,kitchen,"(P45) Oh, okay.  Five minutes, that's it. (P46) Oh, okay, fine, then we'll put it in towards the end. "
228,S21_P47_22.wav,4.00,0.57,2.30,1.13,0.00,2,P45 P46,FM,S21,kitchen,"(P46) Well, then we'll have to go knock on your neighbor's door, I guess. (P45) Oh, where did I put it? I know I got one. (P46) Okay, let's get rid of these. (P45) Oh yeah, we go. "
147,S21_P45_28.wav,4.00,0.83,2.14,1.03,0.00,2,P46 P47,FM,S21,kitchen,"(P46) You think it's okay? Okay. (P47) I think it's actually on the salty side. (P46) I think everything's, like, this just has to be heated. "
179,S21_P46_14.wav,4.69,1.41,1.69,1.59,0.00,2,P46 P47 P48,FM,S21,kitchen,"(P46) You said, ""I usually eat two or three."" (P47) That's pretty small. No wonder he's so thin. (P48) Wh- are we having banana splits for dessert? "
198,S21_P46_33.wav,4.99,1.67,3.32,0.00,0.00,1,P45 P47,M,S21,kitchen,(P47) Why is there a bottle cap inside your recycling? (P45) I dunno. 
